"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GO_definition","GO_ontology","GO_term","group"
"211","GO:0050660","Flavin-containing monooxygenase","6/73","244/32782",1.7940538537753e-05,0.000627918848821356,0.000434349880387705,"HORVU.MOREX.r2.1HG0044410/HORVU.MOREX.r2.6HG0472100/HORVU.MOREX.r2.7HG0544720/HORVU.MOREX.r2.4HG0346420/HORVU.MOREX.r2.1HG0075250/HORVU.MOREX.r2.6HG0461070",6,"Interacting selectively and non-covalently with FAD, flavin-adenine dinucleotide, the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes, in either the oxidized form, FAD, or the reduced form, FADH2.","MF","flavin adenine dinucleotide binding","eQTL_cluster13"
"212","GO:0050661","Flavin-containing monooxygenase","5/73","161/32782",3.07982707867294e-05,0.000808454608151647,0.000559231759022192,"HORVU.MOREX.r2.1HG0044410/HORVU.MOREX.r2.6HG0472100/HORVU.MOREX.r2.7HG0544720/HORVU.MOREX.r2.4HG0346420/HORVU.MOREX.r2.1HG0075250",5,"Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH.","MF","NADP binding","eQTL_cluster13"
"213","GO:0000027","Glioma tumor suppressor-like protein","2/81","26/32782",0.00188571185276891,0.0182914049718584,0.0127037430081274,"HORVU.MOREX.r2.1HG0041280/HORVU.MOREX.r2.5HG0354740",2,"The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the large ribosomal subunit.","BP","ribosomal large subunit assembly","eQTL_cluster14"
"214","GO:0004725","F-box family protein","2/81","38/32782",0.0040013980743029,0.0323446344339485,0.0224639891890689,"HORVU.MOREX.r2.7HG0571860/HORVU.MOREX.r2.5HG0382520",2,"Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate.","MF","protein tyrosine phosphatase activity","eQTL_cluster14"
"215","GO:0005730","ATP-dependent RNA helicase dbp3","9/81","135/32782",5.27885860072714e-11,2.56024642135266e-09,1.77814184445546e-09,"HORVU.MOREX.r2.5HG0369750/HORVU.MOREX.r2.2HG0141730/HORVU.MOREX.r2.2HG0105280/HORVU.MOREX.r2.7HG0618580/HORVU.MOREX.r2.4HG0314300/HORVU.MOREX.r2.5HG0419700/HORVU.MOREX.r2.7HG0549020/HORVU.MOREX.r2.6HG0507260/HORVU.MOREX.r2.3HG0236190",9,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome.","CC","nucleolus","eQTL_cluster14"
"216","GO:0006364","ATP-dependent RNA helicase dbp3","4/81","141/32782",0.000422047510690954,0.00682310142283709,0.0047387790674072,"HORVU.MOREX.r2.2HG0105280/HORVU.MOREX.r2.6HG0506700/HORVU.MOREX.r2.5HG0419700/HORVU.MOREX.r2.3HG0236190",4,"Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules.","BP","rRNA processing","eQTL_cluster14"
"217","GO:0009228","Thiazole synthase","2/81","20/32782",0.00111306402979492,0.0119963567655674,0.0083317073575292,"HORVU.MOREX.r2.3HG0243530/HORVU.MOREX.r2.6HG0471220",2,"The chemical reactions and pathways resulting in the formation of thiamine (vitamin B1), a water soluble vitamin present in fresh vegetables and meats, especially liver.","BP","thiamine biosynthetic process","eQTL_cluster14"
"218","GO:0009793","CLAVATA3/ESR (CLE)-related protein 8","2/81","40/32782",0.00442551229185077,0.0330211301776558,0.0229338288808461,"HORVU.MOREX.r2.7HG0538080/HORVU.MOREX.r2.4HG0282600",2,"The process whose specific outcome is the progression of the embryo over time, from zygote formation to the end of seed dormancy. An example of this process is found in Arabidopsis thaliana.","BP","embryo development ending in seed dormancy","eQTL_cluster14"
"219","GO:0015934","50S ribosomal protein L2, putative","3/81","72/32782",0.000766514281444328,0.00929398566251247,0.0064548571068996,"HORVU.MOREX.r2.5HG0389360/HORVU.MOREX.r2.7HG0572270/HORVU.MOREX.r2.1HG0070950",3,"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site).","CC","large ribosomal subunit","eQTL_cluster14"
"220","GO:0019843","P-loop containing nucleoside triphosphate hydrolases superfamily protein","5/81","246/32782",0.000367962871513613,0.00682310142283709,0.0047387790674072,"HORVU.MOREX.r2.1HG0018040/HORVU.MOREX.r2.1HG0041280/HORVU.MOREX.r2.5HG0389360/HORVU.MOREX.r2.3HG0192970/HORVU.MOREX.r2.6HG0502730",5,"Interacting selectively and non-covalently with ribosomal RNA.","MF","rRNA binding","eQTL_cluster14"
"221","GO:0022625","60S ribosomal protein L27","2/81","15/32782",0.00062006628193769,0.00859234704970799,0.00596755519458829,"HORVU.MOREX.r2.1HG0041280/HORVU.MOREX.r2.5HG0354740",2,"The large subunit of a ribosome located in the cytosol.","CC","cytosolic large ribosomal subunit","eQTL_cluster14"
"222","GO:0030687","ATP-dependent RNA helicase dbp3","2/81","11/32782",0.000326888451729077,0.00682310142283709,0.0047387790674072,"HORVU.MOREX.r2.2HG0105280/HORVU.MOREX.r2.5HG0419700",2,"A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit.","CC","preribosome, large subunit precursor","eQTL_cluster14"
"223","GO:0035335","F-box family protein","2/81","38/32782",0.0040013980743029,0.0323446344339485,0.0224639891890689,"HORVU.MOREX.r2.7HG0571860/HORVU.MOREX.r2.5HG0382520",2,"The removal of phosphoric residues from peptidyl-O-phospho-tyrosine to form peptidyl-tyrosine.","BP","peptidyl-tyrosine dephosphorylation","eQTL_cluster14"
"224","GO:0042254","ATP-dependent RNA helicase dbp3","9/81","72/32782",1.62856897805509e-13,1.57971190871344e-11,1.09714120626869e-11,"HORVU.MOREX.r2.2HG0093470/HORVU.MOREX.r2.2HG0105280/HORVU.MOREX.r2.7HG0591270/HORVU.MOREX.r2.6HG0458680/HORVU.MOREX.r2.5HG0385560/HORVU.MOREX.r2.5HG0419700/HORVU.MOREX.r2.7HG0549020/HORVU.MOREX.r2.1HG0009950/HORVU.MOREX.r2.3HG0236190",9,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis.","BP","ribosome biogenesis","eQTL_cluster14"
"225","GO:0042273","Eukaryotic translation initiation factor 6","3/81","10/32782",1.72221717555583e-06,5.56850220096385e-05,3.8674350608973e-05,"HORVU.MOREX.r2.2HG0105280/HORVU.MOREX.r2.5HG0419700/HORVU.MOREX.r2.2HG0165560",3,"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis.","BP","ribosomal large subunit biogenesis","eQTL_cluster14"
"226","GO:0000159","Serine/threonine protein phosphatase 2A regulatory subunit B","3/168","16/32782",7.04903645176098e-05,0.00207946575326949,0.00157675815368338,"HORVU.MOREX.r2.1HG0021500/HORVU.MOREX.r2.3HG0199060/HORVU.MOREX.r2.1HG0070040",3,"A protein complex that has protein serine/threonine phosphatase activity that is polycation-stimulated (PCS), being directly stimulated by protamine, polylysine, or histone H1; it constitutes a subclass of several enzymes activated by different histones and polylysine, and consists of catalytic, scaffolding, and regulatory subunits. The catalytic and scaffolding subunits form the core enzyme, and the holoenzyme also includes the regulatory subunit.","CC","protein phosphatase type 2A complex","eQTL_cluster15"
"227","GO:0000325","F-box protein","2/168","19/32782",0.0042157727107415,0.0310913237417186,0.023575044764015,"HORVU.MOREX.r2.2HG0158800/HORVU.MOREX.r2.2HG0117130",2,"A closed structure that is completely surrounded by a unit membrane, contains liquid, and retains the same shape regardless of cell cycle phase. An example of this structure is found in Arabidopsis thaliana.","CC","plant-type vacuole","eQTL_cluster15"
"228","GO:0003712","Histone acetyltransferase","2/168","20/32782",0.00466848627421716,0.0333867503247046,0.0253155555539687,"HORVU.MOREX.r2.6HG0462270/HORVU.MOREX.r2.7HG0602620",2,"A protein or a member of a complex that interacts specifically and non-covalently with a DNA-bound DNA-binding transcription factor to either activate or repress the transcription of specific genes. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second ATP-dependent class modifies the conformation of chromatin. A third class modulates interactions of DNA-binding transcription factor with other transcription coregulators.","MF","transcription coregulator activity","eQTL_cluster15"
"229","GO:0004332","Fructose-bisphosphate aldolase","2/168","10/32782",0.0011435304532795,0.0128511041416173,0.00974436977731908,"HORVU.MOREX.r2.3HG0254340/HORVU.MOREX.r2.3HG0254350",2,"Catalysis of the reaction: D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde-3-phosphate.","MF","fructose-bisphosphate aldolase activity","eQTL_cluster15"
"230","GO:0004386","ATP-dependent RNA helicase mrh4, mitochondrial","7/168","363/32782",0.00278265968837215,0.0262683074582331,0.0199179851378217,"HORVU.MOREX.r2.3HG0195810/HORVU.MOREX.r2.7HG0579590/HORVU.MOREX.r2.1HG0075180/HORVU.MOREX.r2.6HG0524690/HORVU.MOREX.r2.4HG0280870/HORVU.MOREX.r2.5HG0430150/HORVU.MOREX.r2.6HG0479390",7,"Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix.","MF","helicase activity","eQTL_cluster15"
"231","GO:0004826","Phenylalanine--tRNA ligase beta subunit","2/168","10/32782",0.0011435304532795,0.0128511041416173,0.00974436977731908,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.1HG0041920",2,"Catalysis of the reaction: ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).","MF","phenylalanine-tRNA ligase activity","eQTL_cluster15"
"232","GO:0005215","Sugar transporter, putative","6/168","201/32782",0.000617988376766112,0.00894312103540063,0.00678113548625382,"HORVU.MOREX.r2.2HG0142700/HORVU.MOREX.r2.1HG0010770/HORVU.MOREX.r2.2HG0142690/HORVU.MOREX.r2.4HG0343650/HORVU.MOREX.r2.2HG0142610/HORVU.MOREX.r2.6HG0513820",6,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells.","MF","transporter activity","eQTL_cluster15"
"233","GO:0006432","Phenylalanine--tRNA ligase beta subunit","2/168","10/32782",0.0011435304532795,0.0128511041416173,0.00974436977731908,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.1HG0041920",2,"The process of coupling phenylalanine to phenylalanyl-tRNA, catalyzed by phenylalanyl-tRNA synthetase. The phenylalanyl-tRNA synthetase is a  class-II synthetase. However, unlike other class II enzymes, The activated amino acid is transferred to the 2'-OH group of a phenylalanine-accepting tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.","BP","phenylalanyl-tRNA aminoacylation","eQTL_cluster15"
"234","GO:0006520","Tyrosine decarboxylase","3/168","70/32782",0.00562809913360301,0.0358981458251435,0.0272198251127315,"HORVU.MOREX.r2.6HG0503580/HORVU.MOREX.r2.5HG0390580/HORVU.MOREX.r2.6HG0450400",3,"The chemical reactions and pathways involving amino acids, carboxylic acids containing one or more amino groups, as carried out by individual cells.","BP","cellular amino acid metabolic process","eQTL_cluster15"
"235","GO:0006535","Serine acetyltransferase","3/168","33/32782",0.000644207871194113,0.00894312103540063,0.00678113548625382,"HORVU.MOREX.r2.4HG0332580/HORVU.MOREX.r2.5HG0352570/HORVU.MOREX.r2.5HG0414230",3,"The chemical reactions and pathways resulting in the formation of cysteine from other compounds, including serine.","BP","cysteine biosynthetic process from serine","eQTL_cluster15"
"236","GO:0006633","3-ketoacyl-CoA synthase 5","6/168","199/32782",0.000586445998837492,0.00894312103540063,0.00678113548625382,"HORVU.MOREX.r2.5HG0422890/HORVU.MOREX.r2.4HG0280020/HORVU.MOREX.r2.7HG0541500/HORVU.MOREX.r2.4HG0334940/HORVU.MOREX.r2.5HG0422900/HORVU.MOREX.r2.5HG0440590",6,"The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.","BP","fatty acid biosynthetic process","eQTL_cluster15"
"237","GO:0006796","Inorganic pyrophosphatase family protein","2/168","10/32782",0.0011435304532795,0.0128511041416173,0.00974436977731908,"HORVU.MOREX.r2.1HG0061590/HORVU.MOREX.r2.1HG0062120",2,"The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid.","BP","phosphate-containing compound metabolic process","eQTL_cluster15"
"238","GO:0006813","Potassium transporter","4/168","126/32782",0.00410170499879948,0.0310913237417186,0.023575044764015,"HORVU.MOREX.r2.1HG0053340/HORVU.MOREX.r2.2HG0171110/HORVU.MOREX.r2.2HG0158800/HORVU.MOREX.r2.2HG0117130",4,"The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","potassium ion transport","eQTL_cluster15"
"239","GO:0006950","Calmodulin-binding protein, putative, expressed","6/168","111/32782",2.40442473598132e-05,0.000953762945958617,0.000723192242698327,"HORVU.MOREX.r2.5HG0385100/HORVU.MOREX.r2.3HG0255960/HORVU.MOREX.r2.5HG0424280/HORVU.MOREX.r2.2HG0093270/HORVU.MOREX.r2.2HG0093260/HORVU.MOREX.r2.5HG0424300",6,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation).","BP","response to stress","eQTL_cluster15"
"240","GO:0008271","Sulfate transporter 1.1-like protein","2/168","18/32782",0.00378470207517646,0.0297729896580549,0.0225754158870175,"HORVU.MOREX.r2.5HG0401430/HORVU.MOREX.r2.4HG0332690",2,"Enables the secondary active transfer of sulfate from one side of a membrane to the other. Secondary active transport is the transfer of a solute across a membrane, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Secondary active transporters include symporters and antiporters.","MF","secondary active sulfate transmembrane transporter activity","eQTL_cluster15"
"241","GO:0008272","Sulfate transporter 1.1-like protein","2/168","18/32782",0.00378470207517646,0.0297729896580549,0.0225754158870175,"HORVU.MOREX.r2.5HG0401430/HORVU.MOREX.r2.4HG0332690",2,"The directed movement of sulfate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","sulfate transport","eQTL_cluster15"
"242","GO:0008643","WRKY family transcription factor family protein","6/168","120/32782",3.73451030586891e-05,0.00125906347455009,0.000954686845109345,"HORVU.MOREX.r2.2HG0142700/HORVU.MOREX.r2.1HG0010770/HORVU.MOREX.r2.2HG0142690/HORVU.MOREX.r2.4HG0343650/HORVU.MOREX.r2.2HG0142610/HORVU.MOREX.r2.6HG0513820",6,"The directed movement of carbohydrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carbohydrates are any of a group of organic compounds based of the general formula Cx(H2O)y.","BP","carbohydrate transport","eQTL_cluster15"
"243","GO:0009408","Dna mismatch repair protein msh1, mitochondrial","3/168","53/32782",0.00256625047775944,0.0252347963646345,0.01913432373768,"HORVU.MOREX.r2.5HG0421800/HORVU.MOREX.r2.6HG0500350/HORVU.MOREX.r2.5HG0429690",3,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism.","BP","response to heat","eQTL_cluster15"
"244","GO:0015116","Sulfate transporter 1.1-like protein","2/168","18/32782",0.00378470207517646,0.0297729896580549,0.0225754158870175,"HORVU.MOREX.r2.5HG0401430/HORVU.MOREX.r2.4HG0332690",2,"Enables the transfer of sulfate ions, SO4(2-), from one side of a membrane to the other.","MF","sulfate transmembrane transporter activity","eQTL_cluster15"
"245","GO:0016307","Disease resistance protein (NBS-LRR class) family","4/168","31/32782",1.87949693792509e-05,0.000953762945958617,0.000723192242698327,"HORVU.MOREX.r2.4HG0324720/HORVU.MOREX.r2.5HG0381340/HORVU.MOREX.r2.4HG0280590/HORVU.MOREX.r2.4HG0297060",4,"Catalysis of the reaction: ATP + a phosphatidylinositol phosphate = ADP + a phosphatidylinositol bisphosphate.","MF","phosphatidylinositol phosphate kinase activity","eQTL_cluster15"
"246","GO:0016308","Disease resistance protein (NBS-LRR class) family","4/168","22/32782",4.52954949468898e-06,0.000416234452247172,0.000315610423202584,"HORVU.MOREX.r2.4HG0324720/HORVU.MOREX.r2.5HG0381340/HORVU.MOREX.r2.4HG0280590/HORVU.MOREX.r2.4HG0297060",4,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4-phosphate + ATP = 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ADP + 2 H(+).","MF","1-phosphatidylinositol-4-phosphate 5-kinase activity","eQTL_cluster15"
"247","GO:0016702","Carotenoid cleavage dioxygenase","4/168","46/32782",9.18111769216907e-05,0.0021667437753519,0.00164293685017762,"HORVU.MOREX.r2.5HG0422890/HORVU.MOREX.r2.4HG0280020/HORVU.MOREX.r2.5HG0422900/HORVU.MOREX.r2.5HG0440590",4,"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor.","MF","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","eQTL_cluster15"
"248","GO:0016887","ABC transporter ATP-binding protein","7/168","349/32782",0.00223654711287686,0.022948918201693,0.0174010530521312,"HORVU.MOREX.r2.6HG0476760/HORVU.MOREX.r2.5HG0447000/HORVU.MOREX.r2.2HG0171340/HORVU.MOREX.r2.2HG0143130/HORVU.MOREX.r2.7HG0574980/HORVU.MOREX.r2.5HG0386900/HORVU.MOREX.r2.7HG0597200",7,"Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.","MF","ATPase activity","eQTL_cluster15"
"249","GO:0019888","Serine/threonine protein phosphatase 2A regulatory subunit B","3/168","20/32782",0.000141350639460531,0.00303261371933503,0.00229948408691773,"HORVU.MOREX.r2.1HG0021500/HORVU.MOREX.r2.3HG0199060/HORVU.MOREX.r2.1HG0070040",3,"Modulates the activity of a protein phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a protein substrate molecule.","MF","protein phosphatase regulator activity","eQTL_cluster15"
"250","GO:0022857","WAT1-related protein","7/168","405/32782",0.00504616879932018,0.0343128085991888,0.0260177406862716,"HORVU.MOREX.r2.2HG0142700/HORVU.MOREX.r2.4HG0277770/HORVU.MOREX.r2.1HG0010770/HORVU.MOREX.r2.2HG0142690/HORVU.MOREX.r2.4HG0343650/HORVU.MOREX.r2.2HG0142610/HORVU.MOREX.r2.6HG0513820",7,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.","MF","transmembrane transporter activity","eQTL_cluster15"
"251","GO:0031072","TBC1 domain family member","3/168","29/32782",0.000437974727571134,0.00738300255048482,0.00559817320955584,"HORVU.MOREX.r2.5HG0421800/HORVU.MOREX.r2.6HG0500350/HORVU.MOREX.r2.5HG0429690",3,"Interacting selectively and non-covalently with a heat shock protein, any protein synthesized or activated in response to heat shock.","MF","heat shock protein binding","eQTL_cluster15"
"252","GO:0031408","Lipoxygenase","4/168","21/32782",3.72085213931725e-06,0.000416234452247172,0.000315610423202584,"HORVU.MOREX.r2.5HG0422890/HORVU.MOREX.r2.4HG0280020/HORVU.MOREX.r2.5HG0422900/HORVU.MOREX.r2.5HG0440590",4,"The chemical reactions and pathways resulting in the formation of any oxylipin, any of a group of biologically active compounds formed by oxidative metabolism of polyunsaturated fatty acids.","BP","oxylipin biosynthetic process","eQTL_cluster15"
"253","GO:0032440","Receptor protein kinase, putative","6/168","185/32782",0.000399109901914925,0.00738300255048482,0.00559817320955584,"HORVU.MOREX.r2.2HG0142700/HORVU.MOREX.r2.1HG0010770/HORVU.MOREX.r2.2HG0142690/HORVU.MOREX.r2.4HG0343650/HORVU.MOREX.r2.2HG0142610/HORVU.MOREX.r2.4HG0328620",6,"Catalysis of the reaction: n-alkanal + NAD(P)+ = alk-2-enal + NAD(P)H + H+.","MF","2-alkenal reductase [NAD(P)+] activity","eQTL_cluster15"
"254","GO:0042626","ABC transporter ATP-binding protein","4/168","122/32782",0.00365654529644445,0.0297729896580549,0.0225754158870175,"HORVU.MOREX.r2.6HG0476760/HORVU.MOREX.r2.2HG0171340/HORVU.MOREX.r2.2HG0143130/HORVU.MOREX.r2.7HG0574980",4,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source.","MF","ATPase-coupled transmembrane transporter activity","eQTL_cluster15"
"255","GO:0043666","Peptidyl-prolyl cis-trans isomerase","3/168","29/32782",0.000437974727571134,0.00738300255048482,0.00559817320955584,"HORVU.MOREX.r2.1HG0021500/HORVU.MOREX.r2.3HG0199060/HORVU.MOREX.r2.1HG0070040",3,"Any process that modulates the frequency, rate or extent of phosphoprotein phosphatase activity, the catalysis of the hydrolysis of phosphate from a phosphoprotein.","BP","regulation of phosphoprotein phosphatase activity","eQTL_cluster15"
"256","GO:0046488","Disease resistance protein (NBS-LRR class) family","4/168","33/32782",2.42482104904733e-05,0.000953762945958617,0.000723192242698327,"HORVU.MOREX.r2.4HG0324720/HORVU.MOREX.r2.5HG0381340/HORVU.MOREX.r2.4HG0280590/HORVU.MOREX.r2.4HG0297060",4,"The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol.","BP","phosphatidylinositol metabolic process","eQTL_cluster15"
"257","GO:0046854","Disease resistance protein (NBS-LRR class) family","5/168","49/32782",5.29111591839625e-06,0.000416234452247172,0.000315610423202584,"HORVU.MOREX.r2.4HG0324720/HORVU.MOREX.r2.5HG0381340/HORVU.MOREX.r2.6HG0520440/HORVU.MOREX.r2.4HG0280590/HORVU.MOREX.r2.4HG0297060",5,"The process of introducing one or more phosphate groups into a phosphatidylinositol, any glycerophosphoinositol having one phosphatidyl group esterified to one of the hydroxy groups of inositol.","BP","phosphatidylinositol phosphorylation","eQTL_cluster15"
"258","GO:0051017","Villin","2/168","21/32782",0.00514261230967714,0.0343128085991888,0.0260177406862716,"HORVU.MOREX.r2.4HG0314570/HORVU.MOREX.r2.3HG0267870",2,"The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness.","BP","actin filament bundle assembly","eQTL_cluster15"
"259","GO:0051213","Carotenoid cleavage dioxygenase","4/168","100/32782",0.00178046544129111,0.0190995383702138,0.0144822547856215,"HORVU.MOREX.r2.5HG0422890/HORVU.MOREX.r2.4HG0280020/HORVU.MOREX.r2.5HG0422900/HORVU.MOREX.r2.5HG0440590",4,"Catalysis of an oxidation-reduction (redox) reaction in which both atoms of oxygen from one molecule of O2 are incorporated into the (reduced) product(s) of the reaction. The two atoms of oxygen may be distributed between two different products.","MF","dioxygenase activity","eQTL_cluster15"
"260","GO:0051301","Guanine nucleotide-binding protein G(k) subunit alpha","6/168","140/32782",8.81712203326417e-05,0.0021667437753519,0.00164293685017762,"HORVU.MOREX.r2.4HG0333460/HORVU.MOREX.r2.6HG0515710/HORVU.MOREX.r2.UnG0628830/HORVU.MOREX.r2.UnG0630940/HORVU.MOREX.r2.4HG0333470/HORVU.MOREX.r2.1HG0049540",6,"The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells.","BP","cell division","eQTL_cluster15"
"261","GO:0071805","Potassium transporter","4/168","135/32782",0.00523415724394405,0.0343128085991888,0.0260177406862716,"HORVU.MOREX.r2.1HG0053340/HORVU.MOREX.r2.2HG0171110/HORVU.MOREX.r2.2HG0158800/HORVU.MOREX.r2.2HG0117130",4,"A process in which a potassium ion is transported from one side of a membrane to the other.","BP","potassium ion transmembrane transport","eQTL_cluster15"
"262","GO:1902358","Sulfate transporter 1.1-like protein","2/168","18/32782",0.00378470207517646,0.0297729896580549,0.0225754158870175,"HORVU.MOREX.r2.5HG0401430/HORVU.MOREX.r2.4HG0332690",2,NA,"BP","sulfate transmembrane transport","eQTL_cluster15"
"263","GO:0001135","MYB transcription factor","2/133","16/32782",0.00188869428307484,0.0297469349584288,0.0207093671389786,"HORVU.MOREX.r2.7HG0570810/HORVU.MOREX.r2.5HG0415440",2,NA,NA,NA,"eQTL_cluster16"
"264","GO:0004565","Beta-galactosidase","4/133","16/32782",4.53758533346817e-07,8.57603628025485e-05,5.97050701772128e-05,"HORVU.MOREX.r2.6HG0480750/HORVU.MOREX.r2.5HG0383780/HORVU.MOREX.r2.7HG0594280/HORVU.MOREX.r2.3HG0222010",4,"Catalysis of the hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.","MF","beta-galactosidase activity","eQTL_cluster16"
"265","GO:0004722","Protein phosphatase 2c, putative","5/133","86/32782",2.72736601967353e-05,0.00171824059239433,0.00119621316652348,"HORVU.MOREX.r2.3HG0217590/HORVU.MOREX.r2.5HG0403180/HORVU.MOREX.r2.2HG0088830/HORVU.MOREX.r2.2HG0142110/HORVU.MOREX.r2.6HG0486400",5,"Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate.","MF","protein serine/threonine phosphatase activity","eQTL_cluster16"
"266","GO:0005244","Voltage-dependent T-type calcium channel subunit alpha-1G","2/133","30/32782",0.00659710700131246,0.0498741289299222,0.0347216157963814,"HORVU.MOREX.r2.3HG0240710/HORVU.MOREX.r2.3HG0204250",2,"Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded.","MF","voltage-gated ion channel activity","eQTL_cluster16"
"267","GO:0005773","V-type proton ATPase proteolipid subunit","3/133","85/32782",0.00505986664618212,0.0440912869393756,0.030695688484667,"HORVU.MOREX.r2.6HG0480750/HORVU.MOREX.r2.5HG0383780/HORVU.MOREX.r2.3HG0222010",3,"A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol.","CC","vacuole","eQTL_cluster16"
"268","GO:0006261","DUF1005 family protein","2/133","10/32782",0.000719650677309703,0.0151126642235038,0.010521208732598,"HORVU.MOREX.r2.3HG0248820/HORVU.MOREX.r2.2HG0171960",2,"A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands.","BP","DNA-dependent DNA replication","eQTL_cluster16"
